"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"1132574","SENSEX-Jun2026-78700-PE","SENSEX 11 JUN 78700 PUT","","5.0000","20","OPTIDX","D","BSE","5502.6500","1022.3500","2026-06-11 00:00:00","78700.0","1000"
"1132551","SENSEX-Jun2026-76100-CE","SENSEX 11 JUN 76100 CALL","","5.0000","20","OPTIDX","D","BSE","2221.3000","0.0500","2026-06-11 00:00:00","76100.0","1000"
"1132552","SENSEX-Jun2026-78400-CE","SENSEX 11 JUN 78400 CALL","","5.0000","20","OPTIDX","D","BSE","847.5500","0.0500","2026-06-11 00:00:00","78400.0","1000"
"1132554","SENSEX-Jun2026-72400-CE","SENSEX 11 JUN 72400 CALL","","5.0000","20","OPTIDX","D","BSE","5810.6000","985.3000","2026-06-11 00:00:00","72400.0","1000"
"1132558","SENSEX-Jun2026-74700-CE","SENSEX 11 JUN 74700 CALL","","5.0000","20","OPTIDX","D","BSE","3445.5000","0.0500","2026-06-11 00:00:00","74700.0","1000"
"1132599","SENSEX-Jun2026-74000-CE","SENSEX 11 JUN 74000 CALL","","5.0000","20","OPTIDX","D","BSE","4136.1000","103.3000","2026-06-11 00:00:00","74000.0","1000"
"1132601","SENSEX-Jun2026-79700-PE","SENSEX 11 JUN 79700 PUT","","5.0000","20","OPTIDX","D","BSE","6589.5500","1714.9500","2026-06-11 00:00:00","79700.0","1000"
"1132600","SENSEX-Jun2026-76300-CE","SENSEX 11 JUN 76300 CALL","","5.0000","20","OPTIDX","D","BSE","2068.2000","0.0500","2026-06-11 00:00:00","76300.0","1000"
"1132603","SENSEX-Jun2026-72600-CE","SENSEX 11 JUN 72600 CALL","","5.0000","20","OPTIDX","D","BSE","5598.0000","852.0000","2026-06-11 00:00:00","72600.0","1000"
"1132604","SENSEX-Jun2026-84000-CE","SENSEX 11 JUN 84000 CALL","","5.0000","20","OPTIDX","D","BSE","20.1000","0.0500","2026-06-11 00:00:00","84000.0","1000"
"1132579","SENSEX-Jun2026-84100-PE","SENSEX 11 JUN 84100 PUT","","5.0000","20","OPTIDX","D","BSE","11172.4500","5694.8000","2026-06-11 00:00:00","84100.0","1000"
"1132578","SENSEX-Jun2026-79400-CE","SENSEX 11 JUN 79400 CALL","","5.0000","20","OPTIDX","D","BSE","503.5500","0.0500","2026-06-11 00:00:00","79400.0","1000"
"1132585","SENSEX-Jun2026-75700-CE","SENSEX 11 JUN 75700 CALL","","5.0000","20","OPTIDX","D","BSE","2602.3500","0.0500","2026-06-11 00:00:00","75700.0","1000"
